filename,size,time
8786.svg,12585,27.35441799995897
3027.svg,30890,67.644372000359
106714.svg,10394,31.83619599985832
176352.svg,16443,16.13766599984956
76871.svg,32167,57.67326699969999
157297.svg,13965,20.261281000784948
106914.svg,24520,53.685368000515155
150420.svg,45454,82.57658900038223
25122.svg,19434,38.49645700029214
172142.svg,12456,12.795372998880339
64787.svg,13585,18.406138000500505
29934.svg,39216,25638.433838999845
148462.svg,12679,30.214974000045913
139598.svg,40063,88.48287100045127
59093.svg,47004,91.47641799972916
24718.svg,12557,22.267378999458742
82485.svg,36020,352.9976350000652
111028.svg,14575,37.63999399961904
65617.svg,43705,84.87510800114251
7724.svg,11131,19.106235999061028
184474.svg,12898,29.05580100014049
171810.svg,26377,78.21996599886916
194699.svg,37524,73.8541949995124
98718.svg,38034,36.81976099869644
96972.svg,10925,12.398616001519258
60403.svg,46755,136.7529420003848
102551.svg,24538,53.75197299872525
63213.svg,28801,65.4870899998059
132290.svg,14229,29.246560001411126
68655.svg,28064,49.31455699988874
151150.svg,40561,88.58277900071698
135377.svg,12132,30.21453300061694
25186.svg,23125,43.173895001018536
86577.svg,23417,31.269129000065732
108496.svg,11261,51.80706099963572
25242.svg,39751,245.25808399994276
38141.svg,18400,93.49060000022291
153753.svg,11179,33.38524399987364
193599.svg,14152,55.51000400009798
8244.svg,10978,25.586890000340645
59921.svg,41521,98.94430900021689
55727.svg,27462,19.79168700017908
162216.svg,27144,69.8551059995225
153886.svg,14676,27.487168001243845
106753.svg,12023,24.00682500046969
104684.svg,28053,50.36405400096555
188915.svg,10261,16.160819999640808
112633.svg,22690,54.01978699956089
17868.svg,12146,24.54834399941319
68171.svg,42567,59.730060000219964
128245.svg,21524,68.59022400021786
43244.svg,18396,30.422654999711085
149846.svg,27585,56.12408999877516
162333.svg,12163,14.382130999365472
176703.svg,19130,40.77098100060539
154609.svg,10987,15.545310998277273
167749.svg,15782,45.826921001207666
182369.svg,45420,49.54614399866841
164360.svg,14514,25.519573000565288
202318.svg,22241,61.29161100034253
95791.svg,16780,41.64340299939795
98056.svg,26272,56.989099000929855
45053.svg,20533,40.49085400038166
48815.svg,10821,14.474715000687866
155460.svg,12600,53.7032519987406
164039.svg,23632,44.53629100135004
33410.svg,10061,14.41082500059565
81386.svg,25388,25.43077600057586
55377.svg,11342,32.130932000654866
202142.svg,23328,41.44138300034683
158564.svg,32129,185.01831499997934
105621.svg,10846,29.112046999216545
186356.svg,35104,211.17605899962655
93574.svg,43742,228.72243799974967
73593.svg,23531,59.44831899978453
67024.svg,27438,46.46231700098724
162878.svg,16328,71.2132720000227
6397.svg,14153,290.6678399995144
27665.svg,13070,23.594197000420536
150174.svg,38982,79.66167099948507
137296.svg,11892,11.002888000803068
133353.svg,16061,44.42211500099802
166969.svg,19858,34.76434999902267
158449.svg,35434,70.22431000041252
186574.svg,49289,45.26628500025254
199554.svg,13699,23.960728000020026
54068.svg,40078,93.41338500053098
132180.svg,14799,38.99114900013956
181310.svg,30193,46.5689079992444
129393.svg,35738,91.4132090001658
122212.svg,11436,13.169328000003588
91406.svg,42072,98.4550279990799
59293.svg,15872,35.97941800035187
184743.svg,13114,34.841085000152816
108427.svg,12516,51.40188900077192
29139.svg,11744,19.9589730000298
44983.svg,21686,97.49379800086899
157117.svg,25507,47.73414299961587
12261.svg,30537,28.930896000019857
144429.svg,26792,81.00770500095678
148178.svg,40372,167.17021700060286
15048.svg,16514,36.25562799970794
89566.svg,37536,59.75931499961007
24588.svg,36156,34.995845999219455
13224.svg,43992,82.45339700079057
67996.svg,12218,35.774592000962
24175.svg,22474,62.748944999839296
191996.svg,32255,61.02205299976049
53270.svg,11892,22.897856000781758
7256.svg,12683,33.69675000067218
128618.svg,24248,64.72952399963106
24186.svg,46691,212.76530099930824
19322.svg,25703,39.289100999667426
23812.svg,39155,90.84294499916723
27848.svg,42982,198.93959699948027
190352.svg,29832,47.01125000065076
63466.svg,36724,18.200841999714612
29383.svg,13710,19.4449850005185
92064.svg,38388,88.73540700005833
102933.svg,19406,33.242825000343146
66994.svg,41877,60.805514998719445
42508.svg,11412,33.571414000107325
16761.svg,21476,43.46460299893806
64451.svg,41291,23.502533998907893
95331.svg,22087,39.402242999130976
161904.svg,37948,80.7865690003382
153457.svg,44265,62.1843919998355
20994.svg,22583,46.040293000260135
196334.svg,11498,24.20386499943561
110672.svg,16464,24.52061199983291
142369.svg,14511,348.40362399881997
45811.svg,38225,139.24243899964495
115200.svg,48424,67.01400599922636
75217.svg,36504,76.06754300104512
100307.svg,11818,24.406647000432713
85487.svg,23352,23.94101000027149
179363.svg,10872,44.38174999995681
68158.svg,36084,45.22909499974048
199730.svg,11472,19.614052998804254
200546.svg,49395,104.26015900156926
15383.svg,29162,52.04005000086909
144268.svg,17138,55.32152900013898
6996.svg,44524,116.21057199954521
158812.svg,15531,55.63964700013457
133065.svg,23610,113.42440499902295
68261.svg,15557,31.67288999975426
158275.svg,10503,14.863708000120823
29098.svg,10403,10.48941099907097
130007.svg,26576,37.155381998672965
21961.svg,15978,21.65210000021034
193269.svg,11858,27.527193000423722
46734.svg,21516,28.60354899894446
160105.svg,33068,86.00926299914136
179894.svg,28366,72.3184640010004
186144.svg,17264,34.03186100149469
130012.svg,11225,19.046784000238404
175639.svg,32186,87.42932700079109
28804.svg,20633,41.2808410001162
